"tPi_ns","Delta_g3_minus_g3prime","clean_infidelity","clean_leakage","qs_infidelity","qs_leakage","onef_infidelity","onef_leakage"
109.62346883347323,7.9,7.606359986311872e-12,7.606137941706947e-12,0.000020610832667531385,1.257484466465897e-7,0.000008355276033019666,1.7369191943006344e-7
108.25317547305482,8,7.673417456999232e-12,7.673417456999232e-12,0.000017243393234661065,1.2844178573556687e-7,0.000008858077421260435,1.748896271708267e-7
106.91671651659736,8.1,7.616129948928574e-12,7.615796882021186e-12,0.000018691129717691156,1.0454973437823423e-7,0.000008434544016398538,1.852894514764447e-7
105.61285412005347,8.200000000000001,7.436273818939299e-12,7.436495863544224e-12,0.00001556920596557043,1.120329776677087e-7,0.000009094759433639355,1.7026322741475751e-7
104.34041009451066,8.3,7.146727654117058e-12,7.146505609512133e-12,0.000017086359289285036,1.0978666784344781e-7,0.000008176693558974435,1.6018626683378388e-7
103.0982623552903,8.4,6.777134409219343e-12,6.7772454315218056e-12,0.000017344591632261762,1.0064994293790263e-7,0.000007736251586973885,1.694246755529205e-7
101.88534162169866,8.5,6.324496482079667e-12,6.324274437474742e-12,0.000016115769606269705,9.690979077270346e-8,0.00000784496468958784,1.7806599639291766e-7
100.70062834702775,8.6,5.823785897973721e-12,5.823785897973721e-12,0.000015631139007866168,8.720670164885647e-8,0.000009278470364135206,1.6059040733540364e-7
99.5431498602803,8.700000000000001,5.287659199382233e-12,5.287659199382233e-12,0.000015289799079089006,1.1196880589425806e-7,0.000007864884438230635,1.5055839447442044e-7
98.41197770277711,8.8,4.743760939618369e-12,4.743538895013444e-12,0.000016203390755793466,1.0801952687211625e-7,0.000008198789453685573,1.7488885766248076e-7
97.30622514431894,8.9,4.179767643108789e-12,4.179767643108789e-12,0.000014934400922883007,9.418227642998823e-8,0.000006887364011258778,1.5233541037273923e-7
96.22504486493762,9,3.634537115715375e-12,3.634537115715375e-12,0.000014760070211338184,9.445820570108676e-8,0.000007469434534135288,1.6462857046040115e-7
95.16762678949875,9.1,3.1223912344557903e-12,3.1223912344557903e-12,0.000016431709042203368,1.0191215414845356e-7,0.000008656562839531868,1.6088446012363367e-7
94.13319606352593,9.200000000000001,2.644773289262048e-12,2.6446622669595854e-12,0.00001497910400008906,9.618252497900492e-8,0.000007008183179912364,1.589113906930173e-7
